block_id;X0;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X70;X71;X72;X73;X74;X75;X76;X77
151;308.70000000000005;182.85;239.85000000000002;0.0;0.0;0.0;79.95;22.95;22.95;239.85000000000002;239.85000000000002;79.95;22.95;159.9;319.8;79.95;45.9;0.0;0.0;79.95;0.0;0.0;79.95;0.0;319.8;91.8;125.85;251.7;91.8;47.7;103.80000000000001;335.5;352.15;255.35000000000002;352.15;435.94999999999993;408.20000000000005;391.40000000000003;280.15;370.09999999999997;164.7;370.09999999999997;512.25;435.75;468.20000000000005;154.7;221.29999999999998;281.25;285.34999999999997;414.8;513.6;97.69999999999999;277.05;749.25;352.7;421.54999999999995;464.05;253.05;460.0;386.8;274.95;310.09999999999997;370.84999999999997;411.7;120.5;430.9;186.39999999999998;380.9;166.45;285.45;174.45;299.09999999999997;106.6;259.2;304.05;570.9;262.95;233.14999999999998
155;85.65;73.75;85.65;119.6;67.7;37.849999999999994;155.29999999999998;35.9;49.75;113.54999999999998;77.64999999999999;75.69999999999999;63.8;85.65;19.9;55.8;59.699999999999996;55.8;17.95;55.8;47.8;47.8;27.9;57.75;45.849999999999994;45.849999999999994;57.75;19.9;57.75;85.65;29.849999999999998;29.849999999999998;39.8;45.849999999999994;57.75;47.8;53.849999999999994;29.849999999999998;17.95;17.95;9.95;0.0;0.0;45.849999999999994;57.75;9.95;19.9;45.849999999999994;17.95;93.64999999999999;113.54999999999998;45.849999999999994;17.95;19.9;17.95;0.0;101.64999999999999;17.95;27.9;27.9;9.95;109.6;35.9;79.75;59.75;35.9;17.95;51.75;33.85;47.75;87.64999999999999;61.65;0.0;7.95;63.8;107.6;61.75;53.8
157;31.799999999999997;67.69999999999999;49.65;141.2;75.6;65.45;81.35000000000001;61.55;65.65;71.55;79.6;39.7;41.65;69.45;53.65;57.55;71.4;17.85;39.7;37.8;39.7;47.8;41.65;29.75;35.7;33.75;37.75;97.35;65.6;53.550000000000004;11.9;35.7;35.7;47.75;75.65;49.7;49.75;27.8;0.0;31.799999999999997;11.9;43.8;51.74999999999999;5.95;0.0;31.85;17.85;97.75;41.849999999999994;51.849999999999994;55.8;47.8;31.85;11.9;137.7;81.75;21.85;9.95;17.85;45.85;15.899999999999999;31.85;45.849999999999994;57.75;65.85;93.64999999999999;5.95;21.85;63.8;31.85;25.9;0.0;5.95;11.9;0.0;25.849999999999998;51.8;21.85
158;;;;0.0;207.35;95.69999999999999;223.29999999999998;239.25;159.5;207.35;191.39999999999998;127.6;255.2;175.45;287.09999999999997;143.54999999999998;111.64999999999999;95.69999999999999;127.6;95.69999999999999;255.2;47.849999999999994;159.5;95.69999999999999;127.6;111.64999999999999;95.69999999999999;31.9;143.54999999999998;111.64999999999999;31.9;79.75;95.69999999999999;111.64999999999999;159.5;47.849999999999994;31.9;127.6;79.75;47.849999999999994;0.0;95.69999999999999;63.8;15.95;31.9;15.95;0.0;31.9;47.849999999999994;95.69999999999999;79.75;0.0;31.9;175.45;191.39999999999998;127.6;191.39999999999998;207.35;111.64999999999999;95.69999999999999;63.8;143.54999999999998;127.6;159.5;159.5;143.54999999999998;111.64999999999999;191.39999999999998;95.69999999999999;79.75;95.69999999999999;143.54999999999998;111.64999999999999;127.6;111.64999999999999;175.45;95.69999999999999;159.5
159;22.95;45.9;22.95;0.0;0.0;91.8;0.0;22.95;22.95;45.9;22.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.95;45.9;22.95;22.95;22.95;22.95;22.95;0.0;22.95;0.0;0.0;22.95;22.95;0.0;0.0;0.0;0.0;0.0;52.9;22.95;0.0;29.95;29.95;22.95;59.9;52.9;89.85;52.9;0.0;59.9;45.9;52.9;0.0;89.85;0.0;0.0;0.0;52.9;22.95;52.9;52.9;91.8;29.95;52.9;29.95;29.95;59.9;0.0;59.9
160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;71.9;143.8;0.0;0.0;0.0;71.9;0.0;107.85000000000001;0.0;35.95;0.0;35.95;0.0;0.0;35.95;22.95;45.9;58.900000000000006;81.85;81.85;35.95;58.900000000000006;45.9;127.75;114.75;22.95;0.0;137.7;22.95;22.95;0.0;0.0;45.9;81.85;0.0;22.95;104.8;0.0;58.900000000000006;45.9;58.900000000000006;58.900000000000006;114.75;68.85;114.75;0.0
161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;159.8;119.85000000000001;439.45000000000005;719.1;838.95;359.55;479.40000000000003;199.75;79.9;359.55;199.75;279.65000000000003;319.6;199.75;239.70000000000002;519.35;199.75;319.6;39.95;199.75;199.75;359.55;159.8;159.8;519.35;439.45000000000005
162;696.5;642.0;365.4;402.9;537.95;564.15;599.0500000000001;624.6;422.20000000000005;526.75;334.55;647.6;557.2;573.6500000000001;353.3;632.45;590.6999999999999;326.7;424.65000000000003;470.25000000000006;390.15000000000003;388.1;519.15;1012.1500000000001;831.45;684.2;772.3;851.8;615.5999999999999;721.9;682.5999999999999;609.6;875.25;797.4000000000001;937.6;531.65;598.6999999999999;528.25;509.1;785.15;842.9000000000001;695.75;795.8499999999999;403.50000000000006;452.70000000000005;377.2;576.4;614.7;514.1;502.7;518.6;381.1;296.0;572.15;601.9;641.7;564.5;369.25;301.7;344.5;411.1;544.6;599.85;475.45;641.3000000000001;426.29999999999995;380.25;624.95;740.5500000000001;390.8;311.9;586.6499999999999;349.40000000000003;434.15;685.0500000000001;564.4;557.9;508.05
163;;;;;;;;;;;;;;;;5.95;;368.15;716.4;457.7;388.04999999999995;328.34999999999997;338.29999999999995;368.15;248.74999999999997;427.84999999999997;308.45;208.95;109.44999999999999;298.5;288.54999999999995;338.29999999999995;358.2;407.95;238.79999999999998;407.95;238.79999999999998;268.65;208.95;298.5;258.7;278.59999999999997;238.79999999999998;208.95;238.79999999999998;278.59999999999997;218.89999999999998;179.1;238.79999999999998;308.45;228.85;129.35;278.59999999999997;189.04999999999998;89.55;298.5;109.44999999999999;129.35;169.14999999999998;109.44999999999999;228.85;358.2;59.699999999999996;159.2;149.25;109.44999999999999;199.0;172.95;175.0;165.14999999999998;133.25;173.05;208.85;208.95;143.2;250.7;141.25;290.4
164;189.79000000000002;309.65;79.91;179.8;229.73000000000002;189.79000000000002;69.92;149.83;279.67;179.79000000000002;199.78;149.83;9.99;59.94;119.86000000000001;169.82;69.92;149.82;359.57000000000005;109.88000000000001;239.71;139.84;129.85000000000002;49.940000000000005;49.940000000000005;9.99;49.940000000000005;249.7;159.8;19.98;49.940000000000005;0.0;109.87;29.97;109.87;189.77;59.94;39.96;149.82;119.86000000000001;69.93;69.92;59.93000000000001;9.99;59.93000000000001;49.95;39.96;119.86000000000001;109.88000000000001;79.91;89.89;159.81;69.92;66.88;93.80000000000001;89.89;129.84;86.85000000000001;103.79;46.900000000000006;89.89;46.900000000000006;23.89;133.76;163.72;146.78;69.93;177.64;70.79;100.76;69.93;66.88;36.92;29.97;120.74;9.99;93.81;120.73
165;29.95;119.8;299.5;389.34999999999997;299.5;269.55;269.55;329.45;299.5;269.55;299.5;359.4;149.75;179.7;359.4;179.7;209.65;329.45;359.4;1162.8;2444.65;1969.2;1461.55;953.9;537.6;865.55;1133.6;179.7;686.6;357.9;239.6;299.5;209.65;567.55;119.8;269.55;358.65;89.85;447.75;209.65;417.8;239.6;238.85;238.85;357.9;358.65;209.65;328.7;388.6;418.55;418.55;119.8;119.8;328.7;29.95;119.8;179.7;268.8;59.9;298.75;447.75;119.8;89.85;328.7;298.75;448.5;506.9;89.85;506.9;328.7;29.95;89.85;149.75;179.7;119.8;0.0;357.9;59.9
166;179.7;269.55;209.65;359.4;269.55;119.8;149.75;269.55;269.55;209.65;209.65;179.7;299.5;89.85;119.8;419.40000000000003;669.25;439.4;549.35;529.35;529.25;569.25;449.35;189.75;269.55;399.5;479.3;329.55;359.5;449.35;299.6;289.55;119.8;349.45;299.6;169.75;429.35;249.65;289.55;279.6;209.65;339.5;219.7;459.4;409.45000000000005;379.55;229.70000000000002;828.95;149.85000000000002;119.85000000000001;769.1;539.35;429.45;369.55000000000007;439.40000000000003;519.25;169.8;319.6;509.3;169.75;289.6;359.5;269.65;149.8;269.65;119.85000000000001;229.7;79.9;389.45;109.85000000000001;189.75000000000003;49.95;449.50000000000006;249.7;109.85000000000001;219.75;299.70000000000005;219.75
167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107.69999999999999;269.25;412.84999999999997;251.29999999999998;251.29999999999998;359.0;251.29999999999998;215.39999999999998;143.6;53.849999999999994;251.29999999999998;125.64999999999999;179.5;179.5;233.35;107.69999999999999;161.54999999999998;233.35;143.6;323.09999999999997;233.35
168;;;;;;;;;;;;;;;;;;;;;;;;;45.95;91.9;45.95;45.95;91.9;137.85000000000002;91.9;367.6;275.70000000000005;137.85000000000002;137.85000000000002;0.0;91.9;45.95;0.0;91.9;0.0;45.95;183.8;0.0;45.95;45.95;0.0;91.9;45.95;45.95;45.95;0.0;137.85000000000002;45.95;0.0;0.0;45.95;0.0;45.95;91.9;0.0;0.0;45.95;0.0;0.0;45.95;45.95;0.0;91.9;0.0;91.9;0.0;0.0;45.95;0.0;0.0;137.85000000000002;45.95
169;89.85;29.95;119.8;59.9;89.85;179.7;89.85;29.95;179.7;59.9;29.95;119.8;119.8;29.95;89.85;0.0;29.95;29.95;89.85;0.0;119.8;0.0;59.9;29.95;59.9;119.8;59.9;0.0;119.8;29.95;0.0;29.95;29.95;29.95;59.9;0.0;0.0;0.0;79.8;139.65;229.45;189.54999999999998;149.64999999999998;163.6;203.5;159.6;215.5;279.4;285.35;409.0;480.84999999999997;57.849999999999994;281.34999999999997;151.64999999999998;137.64999999999998;259.35;159.6;111.69999999999999;261.4;137.7;119.69999999999999;191.54999999999998;183.6;301.35;113.69999999999999;39.9;75.8;365.15;77.8;155.6;227.45;195.55;275.4;313.29999999999995;297.34999999999997;217.55;457.1;356.2
170;;;;;;;;;;;;;;;0.0;53.849999999999994;17.95;179.5;35.9;161.54999999999998;125.64999999999999;125.64999999999999;179.5;107.69999999999999;125.64999999999999;215.39999999999998;89.75;71.8;17.95;161.54999999999998;17.95;71.8;71.8;71.8;125.64999999999999;17.95;89.75;35.9;35.9;89.75;0.0;17.95;0.0;35.9;17.95;0.0;17.95;17.95;35.9;17.95;35.9;35.9;71.8;53.849999999999994;17.95;53.849999999999994;71.8;17.95;0.0;53.849999999999994;0.0;53.849999999999994;35.9;35.9;17.95;17.95;17.95;71.8;35.9;0.0;0.0;35.9;17.95;53.849999999999994;35.9;35.9;53.849999999999994;35.9
171;59.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.9;0.0;0.0;0.0;59.95;0.0;179.85000000000002;59.95;0.0;0.0;59.95;0.0;0.0;0.0;0.0;0.0;59.95;0.0;59.95;0.0;0.0;0.0;119.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.95;0.0;0.0;0.0;0.0;0.0;0.0;59.95;0.0;0.0
172;59.849999999999994;0.0;39.95;59.900000000000006;79.85;19.95;0.0;19.95;0.0;0.0;79.9;119.85000000000001;39.95;59.900000000000006;0.0;79.9;79.9;0.0;0.0;0.0;79.9;0.0;0.0;0.0;39.95;11.9;121.10000000000001;169.1;95.2;35.7;35.7;59.5;129.2;161.5;77.35000000000001;93.5;41.65;53.550000000000004;83.7;69.65;137.65;23.8;17.85;11.9;23.8;75.6;85.85000000000001;17.85;17.85;11.9;43.75;25.9;63.7;83.64999999999999;0.0;11.9;63.7;11.9;25.9;85.8;31.85;0.0;37.8;29.75;51.85;105.80000000000001;131.75;5.95;45.85;0.0;5.95;5.95;0.0;57.800000000000004;51.85;45.900000000000006;29.75;53.550000000000004
173;1181.8;1239.9;944.3500000000001;1425.4;1527.15;1496.85;1528.8;1597.05;1217.65;994.1500000000001;612.8499999999999;1231.6;1652.85;1405.4;1439.15;1163.75;784.4499999999999;1415.55;1431.2;1948.8500000000001;764.3;608.6;1255.8000000000002;972.1500000000001;946.1;1361.2;1039.3999999999999;935.8499999999999;708.3;1075.6;694.5999999999999;820.3000000000002;2317.0;1579.3;1069.55;1133.1;1320.7999999999997;1187.25;815.1999999999999;1436.3000000000002;1242.9499999999998;1328.8500000000001;1312.0;840.2499999999999;1322.25;601.65;1068.95;1017.3499999999999;1455.85;1277.2;853.8;1092.7;1118.5500000000002;1373.95;1143.25;1296.0;1820.0000000000002;819.1999999999999;913.9499999999999;614.55;795.1499999999999;1935.8;1255.8999999999999;941.8000000000001;1250.2500000000002;1126.3500000000001;1248.4;1738.05;1658.3500000000001;1546.5500000000002;1406.8;1277.8999999999999;1227.1;1035.6000000000001;1239.1999999999998;1625.3500000000001;1582.15;1435.6
174;274.25;100.75;190.6;362.35;1555.7;1013.6000000000001;1050.45;1456.7500000000002;746.9;1017.45;1414.8;915.6500000000001;1284.1;840.7;1299.15;1099.3;692.1000000000001;1333.0500000000002;1231.25;1229.3;798.8;683.0;548.2500000000001;541.25;561.2;318.55;1148.5500000000002;411.4;659.15;543.15;261.59999999999997;804.9500000000002;722.0500000000001;611.15;335.55;485.3;252.64999999999998;182.75;559.3000000000001;509.35;301.55;605.2;508.30000000000007;622.1500000000001;125.80000000000001;262.65000000000003;225.65;612.2000000000002;429.45;804.9500000000002;798.7500000000001;510.15;494.2;575.2;407.3;579.8000000000001;641.85;637.8;209.39999999999998;268.54999999999995;430.2;328.45000000000005;744.7;473.2;759.8000000000001;460.95000000000005;317.45;540.15;265.3;401.1;628.1;557.1;530.1;279.34999999999997;519.0500000000001;785.7;649.95;577.1
175;0.0;0.0;29.849999999999998;29.849999999999998;62.75;52.8;155.35;154.55;154.55;220.35;141.55;240.25;335.09999999999997;191.3;195.15;174.45;164.5;88.75;223.39999999999998;187.45;220.35;108.64999999999999;68.85;118.6;62.75;193.39999999999998;38.85;186.5;216.35;141.55;75.75;109.69999999999999;167.54999999999998;107.7;199.5;42.849999999999994;206.4;78.8;109.69999999999999;170.6;19.9;88.75;101.75;0.0;68.85;99.75;30.9;42.849999999999994;108.64999999999999;166.45;111.69999999999999;89.65;155.6;27.849999999999998;129.6;9.95;88.75;66.7;88.75;27.849999999999998;45.9;256.29999999999995;367.2;229.5;68.85;180.55;91.8;183.6;27.849999999999998;76.8;22.95;55.849999999999994;45.9;42.849999999999994;101.75;45.9;124.7;55.849999999999994
177;71.10000000000001;23.700000000000003;71.10000000000001;31.6;63.2;90.85000000000001;98.75;71.10000000000001;79.0;86.9;98.75;86.9;67.15;71.10000000000001;47.400000000000006;150.1;110.60000000000001;39.5;102.7;86.9;43.45;59.25;94.80000000000001;79.0;139.14999999999998;142.8;162.4;242.6;122.75;94.95;274.2;190.35000000000002;178.5;150.4;158.3;119.1;158.3;115.0;130.8;154.65;178.2;142.5;170.45;107.25;135.2;55.45;139.29999999999998;91.15;83.25;138.85;95.1;83.4;130.95;31.75;47.400000000000006;91.0;95.25;75.05;114.85;75.2;111.05;94.95;82.95;39.5;91.15;63.2;55.45;102.85000000000001;59.25;51.35;67.3;87.05000000000001;107.1;79.15;154.5;205.70000000000002;304.6;284.85
178;135.6;47.849999999999994;85.75;65.8;101.69999999999999;97.7;67.8;115.65;51.849999999999994;49.849999999999994;33.9;67.8;83.75;113.64999999999999;83.75;403.09999999999997;223.54999999999998;347.25;249.49999999999997;203.54999999999998;431.04999999999995;265.35;205.54999999999998;193.55;111.75;351.25;485.04999999999995;542.9;784.4499999999999;744.45;614.8000000000001;708.55;656.7;359.25;415.2;265.45;293.4;431.15;225.49999999999997;291.4;189.59999999999997;337.24999999999994;397.2;233.54999999999998;329.34999999999997;251.49999999999997;207.6;437.1;251.45;417.15;319.34999999999997;191.6;225.54999999999998;337.34999999999997;251.49999999999997;243.5;251.49999999999997;225.54999999999998;113.75;51.9;301.4;233.54999999999998;217.55;121.75;181.65;303.34999999999997;61.849999999999994;363.3;389.25;155.7;277.45;181.65;155.7;329.34999999999997;77.85;277.45;451.09999999999997;243.5
179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.9;53.849999999999994;179.5;197.45;215.39999999999998;305.15;89.75;53.849999999999994;89.75;107.69999999999999;161.54999999999998;17.95;35.9;269.25;71.8;17.95;161.54999999999998;71.8;71.8;71.8;35.9;53.849999999999994;0.0;35.9;35.9;53.849999999999994;35.9;125.64999999999999;592.75;520.9499999999999;782.3999999999999;678.5999999999999;698.5;702.6;676.65;313.35;373.24999999999994;225.54999999999998;401.15;550.8;526.8;439.0
180;;;;;;;;;;;;;;;;;;;;;;0.0;718.8;599.0;539.1;664.8499999999999;1006.3;359.4;654.9;680.8499999999999;509.15;205.64999999999998;339.4;533.0500000000001;515.0;315.4;59.8;395.29999999999995;297.45;389.25;329.35;299.5;285.45;69.85;335.4;255.5;89.85;369.34999999999997;281.35;139.7;341.35;319.29999999999995;307.29999999999995;544.75;419.1;544.95;245.45;287.4;253.35;329.35;339.2;409.15;299.4;239.5;317.35;155.7;135.7;449.15;253.45;137.75;237.54999999999998;221.54999999999998;135.7;185.65;131.7;143.7;217.45;259.3
181;535.45;177.45;154.4;457.95;196.3;323.0;315.95;475.75;299.4;128.55;192.39999999999998;400.95000000000005;311.09999999999997;255.35;311.70000000000005;172.35000000000002;233.15000000000003;229.3;224.10000000000002;250.3;150.5;121.60000000000001;109.45;175.45000000000002;95.55000000000001;295.3;147.55;222.35000000000002;62.550000000000004;236.15;106.35000000000001;81.65;188.35000000000002;210.20000000000002;69.5;125.45000000000002;69.5;41.7;41.7;265.04999999999995;593.1;441.70000000000005;214.35000000000002;217.35;447.65;180.45;207.35;407.9;454.75;274.25;407.95000000000005;216.45000000000002;174.45;226.5;383.15;168.39999999999998;193.55;175.4;93.75;148.5;260.35;247.45000000000002;47.75;126.7;220.45;176.3;167.55;265.1;201.4;286.25;116.35;197.45000000000002;162.35;207.45;201.4;182.25;198.3;215.2
182;208.95;189.04999999999998;99.5;129.35;278.59999999999997;208.95;274.7;358.2;278.59999999999997;288.54999999999995;338.29999999999995;278.59999999999997;228.85;463.74999999999994;457.7;567.15;149.25;288.54999999999995;557.1999999999999;437.79999999999995;318.4;338.29999999999995;407.95;248.74999999999997;238.79999999999998;328.34999999999997;527.3499999999999;258.7;358.2;447.74999999999994;238.79999999999998;417.9;567.15;338.29999999999995;417.9;258.7;189.04999999999998;338.29999999999995;139.29999999999998;238.79999999999998;328.34999999999997;348.25;298.5;278.59999999999997;179.1;179.1;179.1;328.34999999999997;547.25;358.2;308.45;129.35;238.79999999999998;407.95;356.44999999999993;437.79999999999995;398.0;189.04999999999998;314.49999999999994;328.34999999999997;248.74999999999997;507.45;437.79999999999995;525.5999999999999;477.59999999999997;384.15;218.89999999999998;696.5;507.45;368.15;258.7;298.5;298.5;218.89999999999998;338.29999999999995;398.0;447.74999999999994;437.79999999999995
183;503.25000000000006;782.9;271.6;327.5;231.65;207.65;199.75;231.65;255.65;239.70000000000002;231.65;327.5;303.5;191.70000000000002;599.1;175.75;159.8;95.85000000000001;31.9;151.75;159.8;71.85;79.9;135.8;207.65;175.75;135.8;151.75;151.75;95.85000000000001;111.80000000000001;151.75;79.75;119.85000000000001;79.9;111.80000000000001;159.8;159.8;55.900000000000006;279.65000000000003;47.849999999999994;95.85000000000001;215.7;79.9;0.0;215.7;207.65;79.9;111.80000000000001;79.9;119.85000000000001;95.85000000000001;279.65000000000003;279.5;135.8;559.1500000000001;239.70000000000002;79.9;255.65000000000003;119.85000000000001;199.75;95.85000000000001;239.70000000000002;71.85;55.900000000000006;111.8;455.40000000000003;367.45;359.55;143.7;55.900000000000006;199.75;111.8;319.6;95.85000000000001;319.6;175.75;135.8
184;323.15;371.04999999999995;295.25;506.69999999999993;562.55;371.04999999999995;474.75;287.25;279.3;406.94999999999993;387.0;474.79999999999995;331.15;482.75;446.85;869.8;462.8;343.1;331.15;578.5;359.09999999999997;367.04999999999995;498.85;520.8;414.99999999999994;795.8;735.75;943.2499999999999;883.2;538.05;576.15;584.05;749.65;609.95;709.4;723.85;438.54999999999995;326.9;500.44999999999993;707.95;384.6;472.45;466.5;658.45;1694.35;1223.35;1576.7;1255.35;1259.35;1171.4999999999998;2265.35;1396.95;752.2;1249.1499999999999;820.3499999999999;1570.55;598.6;672.65;375.09999999999997;896.0;1577.45;1868.75;1262.3999999999999;1328.6999999999998;1206.6999999999998;1944.65;1394.25;2217.8499999999995;2120.15;927.3999999999999;1262.4;1031.15;1051.5;1048.95;1138.85;1406.1999999999998;1194.7999999999997;1152.7
185;0.0;79.8;99.75;19.95;0.0;139.65;79.8;399.6;179.75;219.75000000000003;139.75;199.7;39.9;119.69999999999999;319.7;299.34999999999997;99.75;99.85;199.7;219.75000000000003;239.70000000000002;119.8;59.95;0.0;179.75;219.75000000000003;99.75;79.9;219.65;279.6;159.8;139.85;239.6;359.5;179.64999999999998;379.55;219.75000000000003;119.9;79.9;179.75;299.65;139.75;169.7;59.95;169.79999999999998;169.79999999999998;79.9;0.0;579.35;139.85;69.85;259.75;79.9;678.95;279.7;199.7;139.75;139.85;159.8;0.0;119.8;59.849999999999994;179.64999999999998;339.5;109.85000000000001;0.0;19.95;59.849999999999994;239.70000000000002;99.85;119.9;59.95;0.0;59.95;139.85;79.9;59.849999999999994;169.75
186;25.9;25.9;38.849999999999994;64.75;64.75;12.95;25.9;0.0;38.849999999999994;12.95;25.9;51.8;64.75;77.69999999999999;77.69999999999999;64.75;12.95;0.0;51.8;25.9;38.849999999999994;0.0;0.0;233.1;181.29999999999998;233.1;181.29999999999998;220.14999999999998;181.29999999999998;142.45;142.45;181.29999999999998;880.6;854.6999999999999;880.5999999999999;841.75;608.65;427.34999999999997;427.34999999999997;543.9;712.25;349.65;492.09999999999997;388.5;323.75;168.35;271.95;466.2;284.9;401.45;284.9;103.6;233.1;181.29999999999998;207.2;259.0;284.9;90.64999999999999;103.6;129.5;233.1;297.84999999999997;168.35;271.95;929.8;876.8499999999999;588.5;894.55;522.5999999999999;506.65;391.9;398.94999999999993;564.4;505.54999999999995;511.45;665.05;554.4;535.5
187;;;;;;;;;159.5;159.5;111.64999999999999;143.54999999999998;175.45;127.6;223.29999999999998;271.15;79.75;95.69999999999999;159.5;127.6;95.69999999999999;143.54999999999998;207.35;95.69999999999999;95.69999999999999;111.64999999999999;207.35;111.64999999999999;175.45;255.2;127.6;191.39999999999998;175.45;79.75;191.39999999999998;159.5;127.6;79.75;47.849999999999994;127.6;63.8;47.849999999999994;127.6;143.54999999999998;15.95;143.54999999999998;63.8;47.849999999999994;63.8;111.64999999999999;47.849999999999994;143.54999999999998;79.75;239.25;111.64999999999999;111.64999999999999;223.29999999999998;175.45;111.64999999999999;15.95;63.8;127.6;207.35;207.35;191.39999999999998;143.54999999999998;63.8;143.54999999999998;79.75;223.29999999999998;159.5;175.45;79.75;63.8;111.64999999999999;111.64999999999999;191.39999999999998;127.6
188;163.45;41.849999999999994;89.69999999999999;102.64999999999999;57.8;47.849999999999994;76.75;80.7;131.55;44.849999999999994;105.65;96.65;125.54999999999998;106.6;38.849999999999994;569.95;591.8000000000001;644.75;1012.1499999999999;541.85;326.29999999999995;548.9;346.3;263.4;635.75;466.09999999999997;377.2;321.2;352.20000000000005;197.5;324.09999999999997;208.59999999999997;335.20000000000005;832.4499999999999;597.65;337.15;221.54999999999998;204.54999999999998;328.4;359.4;483.1;444.1499999999999;315.45;195.64999999999998;343.29999999999995;294.4;197.6;343.29999999999995;296.34999999999997;484.94999999999993;474.09999999999997;260.4;249.4;205.6;298.45;380.99999999999994;403.1;330.35;153.65;493.04999999999995;594.9499999999999;465.99999999999994;791.65;133.64999999999998;356.25;147.65;187.54999999999998;238.29999999999998;128.7;303.3;240.39999999999998;97.7;94.7;221.54999999999998;165.45;154.6;189.4;531.0
189;159.2;179.1;169.14999999999998;129.35;139.29999999999998;238.79999999999998;228.85;129.35;298.9;488.34999999999997;352.9;390.75;919.25;478.29999999999995;476.34999999999997;458.5;498.29999999999995;318.9;570.25;432.75;318.85;317.0;380.75;293.04999999999995;261.05;316.95;542.3;486.45;506.45;440.65;482.35;342.85;727.75;526.2;484.34999999999997;298.95;183.35;165.29999999999998;233.15;436.49999999999994;265.0;358.79999999999995;259.25;131.55;257.09999999999997;215.1;203.24999999999997;181.5;179.45;278.95;117.55;312.95000000000005;195.25;309.04999999999995;181.39999999999998;293.09999999999997;123.55;267.15;177.34999999999997;221.34999999999997;163.45;283.0;378.84999999999997;219.25;159.45;69.7;115.69999999999999;299.1;281.0;143.54999999999998;119.6;291.09999999999997;121.64999999999999;352.94999999999993;257.2;145.6;398.9;496.65
190;373.84999999999997;643.05;253.25;230.29999999999998;159.5;191.39999999999998;134.6;262.2;192.55;286.29999999999995;364.09999999999997;309.25;500.65;499.85;343.1;208.5;366.04999999999995;265.29999999999995;397.94999999999993;315.09999999999997;171.55;235.34999999999997;178.55;162.6;164.54999999999998;123.69999999999999;109.69999999999999;153.64999999999998;153.64999999999998;31.9;22.95;148.6;263.35;107.75;212.39999999999998;286.29999999999995;54.849999999999994;102.7;61.849999999999994;123.69999999999999;116.69999999999999;93.75;196.45;54.849999999999994;102.7;38.9;15.95;272.3;86.75;100.75;192.55;70.8;91.8;107.75;178.55;116.69999999999999;118.64999999999999;175.74999999999997;242.75;232.54999999999998;189.54999999999998;268.45000000000005;194.9;192.95;247.64999999999998;197.84999999999997;110.30000000000001;249.04999999999998;246.55;234.60000000000002;234.4;252.45000000000002;195.1;119.4;219.70000000000002;188.9;360.84999999999997;400.75
191;372.03;330.18;208.52999999999997;353.03999999999996;397.98;333.9;287.28000000000003;320.13;217.35;145.59;362.22;245.34;453.87;382.98;225.29999999999998;532.02;421.62;470.28;422.52;300.9;384.81;338.84999999999997;249.89999999999998;319.98;315.03;306.84000000000003;280.83;141.14999999999998;271.65;366.39;436.53;443.6700000000001;754.83;425.19;461.85;196.8;435.33;296.07000000000005;165.15;377.55;384.78000000000003;285.84000000000003;250.8;190.44;382.2;134.39999999999998;255.39000000000001;308.96999999999997;152.49;375.78;161.49;110.4;236.43;241.29000000000002;235.38000000000002;223.47;127.49999999999999;141.39000000000001;266.46;146.64;230.34;224.43;325.02;292.32;109.64999999999999;154.5;180.63000000000002;343.08000000000004;171.54000000000002;240.66;213.48;71.69999999999999;243.57;161.82;296.37;211.29000000000002;163.2;334.16999999999996
